# Generated by: CFG Studio 2.0.380
# Generated on: 2024-04-23 18:06:50
# File format: GTASA surfinfo.dat
#
# Standard data:
DEFAULT ROAD 1.00 -0.50 DEFAULT SPARKS 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 SPARKS DEFAULT
TARMAC ROAD 0.99 -0.99 DEFAULT SPARKS 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 SPARKS TARMAC
TARMAC_FUCKED LOOSE 0.98 -0.98 DEFAULT SPARKS 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 1 SPARKS TARMAC_FUCKED
TARMAC_REALLYFUCKED LOOSE 0.97 -0.97 DEFAULT SPARKS 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 1 1 0 1 SPARKS TARMAC_REALLYFUCKED
PAVEMENT ROAD 0.96 -0.96 DEFAULT SPARKS 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 SPARKS PAVEMENT
PAVEMENT_FUCKED LOOSE 0.95 -0.95 DEFAULT SPARKS 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 SPARKS PAVEMENT_FUCKED
GRAVEL ROAD 0.94 -0.94 DEFAULT SPARKS 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 SPARKS GRAVEL
FUCKED_CONCRETE LOOSE 0.93 -0.93 DEFAULT SPARKS 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 SPARKS FUCKED_CONCRETE
PAINTED_GROUND ROAD 0.92 -0.92 DEFAULT SPARKS 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 SPARKS PAINTED_GROUND
GRASS_SHORT_LUSH LOOSE 0.91 -0.91 MUDDY NONE 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 1 SAND GRASS_SHORT_LUSH
GRASS_MEDIUM_LUSH LOOSE 0.90 -0.90 MUDDY NONE 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 1 SAND GRASS_MEDIUM_LUSH
GRASS_LONG_LUSH LOOSE 0.89 -0.89 MUDDY NONE 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 1 SAND GRASS_LONG_LUSH
GRASS_SHORT_DRY LOOSE 0.88 -0.88 MUDDY NONE 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 1 0 1 SAND GRASS_SHORT_DRY
GRASS_MEDIUM_DRY LOOSE 0.87 -0.87 MUDDY NONE 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 1 0 1 SAND GRASS_MEDIUM_DRY
GRASS_LONG_DRY LOOSE 0.86 -0.86 MUDDY NONE 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 1 0 1 SAND GRASS_LONG_DRY
GOLFGRASS_ROUGH LOOSE 0.85 -0.85 MUDDY NONE 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 SAND GOLFGRASS_ROUGH
GOLFGRASS_SMOOTH LOOSE 0.84 -0.84 MUDDY NONE 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 SAND GOLFGRASS_SMOOTH
STEEP_SLIDYGRASS WET 0.83 -0.83 DEFAULT NONE 0 0 0 0 0 0 0 1 0 0 0 0 3 0 3 0 3 0 0 0 1 0 0 3 0 0 0 0 0 SAND STEEP_SLIDYGRASS
STEEP_CLIFF WET 0.82 -0.82 DEFAULT SPARKS 0 0 0 0 0 0 0 1 0 0 0 0 3 0 3 0 3 0 0 0 0 0 0 3 0 0 0 0 0 SPARKS STEEP_CLIFF
FLOWERBED HARD 0.81 -0.81 DEFAULT NONE 0 0 0 0 0 0 0 0 0 0 0 0 4 0 4 0 4 0 0 0 0 0 0 4 0 0 0 0 1 SAND FLOWERBED
