# Generated by: CFG Studio 2.0.380
# Generated on: 2022-06-24 18:36:13
# File format: GTASA procobj.dat
#
# Standard data:
P_SAND sjmcacti2 70.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 0 0
P_SAND sm_des_pcklypr1 70.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_SAND sand_combush03 70.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.3 -0.3 1 0
P_SAND sand_combush02 70.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.3 -0.3 1 0
P_SAND_DENSE sand_combush03 65.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.3 -0.3 1 0
P_SAND_DENSE sand_combush02 65.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.3 -0.3 1 0
P_SAND_DENSE sm_scrub_rock3 65.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.6 -0.6 1 0
P_SAND_ARID sand_josh1 60.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 0 0
P_SAND_ARID sand_josh2 60.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 0 0
P_SAND_ARID sand_combush02 60.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.3 -0.3 1 0
P_SAND_ARID sand_combush03 60.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 1 0
P_SAND_ARID sm_bush_large_1 60.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 1 0
P_SAND_ARID sjmcacti2 60.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 0 0
P_SAND_ARID sand_plant02 60.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 0 0
P_SAND_ARID sand_plant01 60.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 0 0
P_SAND_ARID sand_plant03 60.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 0 0
P_SAND_ARID sm_des_cactiigrp 60.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 0 0
P_SAND_ARID sm_descactiigrpb 60.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 0 0
P_SAND_COMPACT sand_combush02 55.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.3 -0.3 1 0
P_SAND_COMPACT sand_combush03 55.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 1 0
P_SAND_COMPACT sm_bush_large_1 55.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 1 0
P_GRASS_SHORT veg_Pflowers03 50.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_GRASS_SHORT veg_procgrasspatch 50.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_GRASS_SHORT veg_procfpatch 50.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_GRASS_DRY gen_tallgrsnew 45.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_GRASS_DRY veg_Pflowers03 45.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_GRASS_DRY veg_procgrasspatch 45.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_GRASS_DRY veg_procfpatch 45.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_GRASS_DRY p_rubble03 45.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_GRASS_DRY p_rubble05col 45.0 1.0 0 360 0.1 1.0 0.1 1.0 -1.4 -2.4 1 0
P_GRASS_DRY p_rubble04col 45.0 1.0 0 360 0.1 1.0 0.1 1.0 -1.4 -2.4 1 0
P_GRASS_DRY p_rubble0bcol 45.0 1.0 0 360 0.1 1.0 0.1 1.0 -1.4 -2.4 1 0
P_GRASS_DRY p_rubble04bcol 45.0 1.0 0 360 0.1 1.0 0.1 1.0 -1.4 -2.4 1 0
P_GRASS_DRY Pinebg_PO 45.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.1 -0.1 0
P_GRASSBRNMIX genVEG_bush13 40.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_GRASSMID1 rockbrkq 35.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 1 0
P_GRASSMID1 sand_combush1 35.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 1 0
P_GRASSMID1 sand_combush02 35.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.3 -0.3 1 0
P_GRASSMID1 genVEG_bush19 35.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
P_ROADSIDE sand_combush1 30.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 1 0
P_ROADSIDE genVEG_bush19 30.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
GRASS_MEDIUM_LUSH genVEG_bush19 25.0 1.0 0 360 0.1 1.0 0.1 1.0 0.0 0.0 1 0
GRASS_MEDIUM_LUSH sand_combush02 25.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.3 -0.3 1 0
GRASS_MEDIUM_LUSH sand_combush1 25.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.2 -0.2 1 0
GRASS_MEDIUM_LUSH sm_fir_scabg_PO 25.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.1 -0.1 0 0
GRASS_MEDIUM_LUSH Ash_PO 25.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.1 -0.1 0 0
GRASS_MEDIUM_LUSH Pinebg_PO 25.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.1 -0.1 0 0
GRASS_MEDIUM_LUSH Cedar1_PO 25.0 1.0 0 360 0.1 1.0 0.1 1.0 -0.1 -0.1 0 0
